// Summary: num_vessel_classes;num_nodes;num_sailing_arcs;num_transshipment_arcs;num_commodities;num_ports
1;70;756;980;8;5
// Vessel classes: vessel_class_id;capacity;available_vessels
0;450;4
// Nodes: id;port_id;time
0;0;0
1;0;12
2;0;24
3;0;36
4;0;48
5;0;60
6;0;72
7;0;84
8;0;96
9;0;108
10;0;120
11;0;132
12;0;144
13;0;156
14;1;0
15;1;12
16;1;24
17;1;36
18;1;48
19;1;60
20;1;72
21;1;84
22;1;96
23;1;108
24;1;120
25;1;132
26;1;144
27;1;156
28;2;0
29;2;12
30;2;24
31;2;36
32;2;48
33;2;60
34;2;72
35;2;84
36;2;96
37;2;108
38;2;120
39;2;132
40;2;144
41;2;156
42;3;0
43;3;12
44;3;24
45;3;36
46;3;48
47;3;60
48;3;72
49;3;84
50;3;96
51;3;108
52;3;120
53;3;132
54;3;144
55;3;156
56;4;0
57;4;12
58;4;24
59;4;36
60;4;48
61;4;60
62;4;72
63;4;84
64;4;96
65;4;108
66;4;120
67;4;132
68;4;144
69;4;156
// Sailing arcs: from_node_id;to_node_id;duration;cost_vc_0
23;15;72;121
23;14;60;121
23;27;48;121
23;26;36;121
23;25;24;121
22;23;180;121
22;22;168;121
22;21;156;121
22;20;144;121
22;19;132;121
22;18;120;121
22;17;108;121
22;16;96;121
22;15;84;121
22;14;72;121
22;27;60;121
22;26;48;121
22;25;36;121
22;24;24;121
21;22;180;121
21;21;168;121
21;20;156;121
21;19;144;121
21;18;132;121
21;17;120;121
21;16;108;121
21;15;96;121
21;14;84;121
21;27;72;121
21;26;60;121
21;25;48;121
21;24;36;121
21;23;24;121
20;21;180;121
20;20;168;121
20;19;156;121
20;18;144;121
20;17;132;121
20;16;120;121
20;15;108;121
20;14;96;121
20;27;84;121
20;26;72;121
20;25;60;121
20;24;48;121
20;23;36;121
20;22;24;121
19;20;180;121
19;19;168;121
19;18;156;121
19;17;144;121
19;16;132;121
19;15;120;121
19;14;108;121
19;27;96;121
19;26;84;121
19;25;72;121
19;24;60;121
19;23;48;121
19;22;36;121
19;21;24;121
18;19;180;121
18;18;168;121
18;17;156;121
18;16;144;121
18;15;132;121
18;14;120;121
18;27;108;121
18;26;96;121
18;25;84;121
18;24;72;121
18;23;60;121
18;22;48;121
18;21;36;121
18;20;24;121
17;18;180;121
17;17;168;121
17;16;156;121
17;15;144;121
17;14;132;121
17;27;120;121
17;26;108;121
17;25;96;121
17;24;84;121
17;23;72;121
17;22;60;121
17;21;48;121
17;20;36;121
17;19;24;121
16;17;180;121
16;16;168;121
16;15;156;121
16;14;144;121
16;27;132;121
16;26;120;121
16;25;108;121
16;24;96;121
16;23;84;121
16;22;72;121
16;21;60;121
16;20;48;121
16;19;36;121
16;18;24;121
15;16;180;121
15;15;168;121
15;14;156;121
15;27;144;121
15;26;132;121
15;25;120;121
15;24;108;121
15;23;96;121
15;22;84;121
15;21;72;121
15;20;60;121
15;19;48;121
15;18;36;121
15;17;24;121
14;15;180;121
14;14;168;121
14;27;156;121
14;26;144;121
14;25;132;121
14;24;120;121
14;23;108;121
14;22;96;121
14;21;84;121
14;20;72;121
14;19;60;121
14;18;48;121
14;17;36;121
14;16;24;121
13;0;180;146
13;13;168;146
13;12;156;146
13;11;144;146
13;10;132;146
13;9;120;146
13;8;108;146
13;7;96;146
13;6;84;146
13;5;72;146
13;4;60;146
13;3;48;146
13;2;36;146
13;1;24;146
12;13;180;146
12;12;168;146
12;11;156;146
12;10;144;146
12;9;132;146
12;8;120;146
12;7;108;146
12;6;96;146
12;5;84;146
12;4;72;146
12;3;60;146
12;2;48;146
12;1;36;146
12;0;24;146
11;12;180;146
11;11;168;146
11;10;156;146
11;9;144;146
11;8;132;146
11;7;120;146
11;6;108;146
11;5;96;146
11;4;84;146
11;3;72;146
11;2;60;146
11;1;48;146
11;0;36;146
11;13;24;146
10;11;180;146
10;10;168;146
10;9;156;146
10;8;144;146
10;7;132;146
10;6;120;146
10;5;108;146
10;4;96;146
10;3;84;146
10;2;72;146
10;1;60;146
10;0;48;146
10;13;36;146
10;12;24;146
9;10;180;146
9;9;168;146
9;8;156;146
9;7;144;146
9;6;132;146
9;5;120;146
9;4;108;146
9;3;96;146
9;2;84;146
9;1;72;146
9;0;60;146
9;13;48;146
9;12;36;146
9;11;24;146
8;9;180;146
8;8;168;146
8;7;156;146
8;6;144;146
8;5;132;146
8;4;120;146
8;3;108;146
8;2;96;146
8;1;84;146
8;0;72;146
8;13;60;146
8;12;48;146
8;11;36;146
8;10;24;146
7;8;180;146
7;7;168;146
7;6;156;146
7;5;144;146
7;4;132;146
7;3;120;146
7;2;108;146
7;1;96;146
7;0;84;146
7;13;72;146
7;12;60;146
7;11;48;146
7;10;36;146
7;9;24;146
6;7;180;146
6;6;168;146
6;5;156;146
6;4;144;146
6;3;132;146
6;2;120;146
6;1;108;146
6;0;96;146
6;13;84;146
6;12;72;146
6;11;60;146
6;10;48;146
6;9;36;146
6;8;24;146
5;6;180;146
5;5;168;146
5;4;156;146
5;3;144;146
5;2;132;146
5;1;120;146
5;0;108;146
5;13;96;146
5;12;84;146
5;11;72;146
5;10;60;146
5;9;48;146
5;8;36;146
5;7;24;146
4;5;180;146
4;4;168;146
4;3;156;146
4;2;144;146
4;1;132;146
4;0;120;146
4;13;108;146
4;12;96;146
4;11;84;146
4;10;72;146
4;9;60;146
4;8;48;146
4;7;36;146
4;6;24;146
3;4;180;146
3;3;168;146
3;2;156;146
3;1;144;146
3;0;132;146
3;13;120;146
3;12;108;146
3;11;96;146
3;10;84;146
3;9;72;146
3;8;60;146
3;7;48;146
3;6;36;146
3;5;24;146
2;3;180;146
2;2;168;146
2;1;156;146
2;0;144;146
2;13;132;146
2;12;120;146
2;11;108;146
2;10;96;146
2;9;84;146
2;8;72;146
2;7;60;146
2;6;48;146
2;5;36;146
2;4;24;146
1;2;180;146
1;1;168;146
1;0;156;146
1;13;144;146
1;12;132;146
1;11;120;146
1;10;108;146
1;9;96;146
1;8;84;146
1;7;72;146
1;6;60;146
1;5;48;146
1;4;36;146
1;3;24;146
0;1;180;146
0;0;168;146
0;13;156;146
0;12;144;146
0;11;132;146
0;10;120;146
0;9;108;146
0;8;96;146
0;7;84;146
0;6;72;146
0;5;60;146
0;4;48;146
0;3;36;146
0;2;24;146
// Commodities: demand_id;origin_port_id;destination_port_id;quantity;unit_revenue;max_transit_time
0;0;1;77;1120;384
1;1;2;98;1040;240
2;3;1;350;760;240
3;1;0;18;1130;408
4;2;1;231;960;216
5;1;3;350;780;264
6;1;4;350;590;240
7;4;1;298;760;168
